Категория;URL товара;Бренд;Путь;Фото основные;Фото дополнительные;Применение HTML;Номер заказа;Мат. основы;A;B;C;D;E;Наличие, шт;Цена, руб. с НДС;D1;L;L1;L2;SW;Допустимая нагрузка макс. (только при статической нагрузке), кг;Форма;D2;SW1;Ø шарика;L3;Подходящий дисковый захват;D3;Материал комп.;G;F;Материал;L5;L4;Исполнение;D4;H1;H2;T1;Подходит для штифта DIN 6332;Подходит для нажимного винта;H;H3;S;F макс., кг;S макс.;Z2;Размер;Количество зубьев;A1;H4;X;T;Цвет комп.;T2;Крепежная сила, кг;Термостойкость макс., °C;H5;P;W;P1;Описание
K0688 Винты нажимные из стали с упором;https://alterv.ru/catalog/vinty_nazhimnye/k0688_vinty_nazhimnye_iz_stali_s_uporom/;Kipp;Главная > Каталог > Промышленная фурнитура > Упоры и нажимные винты > Винты нажимные > K0688 Винты нажимные из стали с упором;https://alterv.ru/upload/iblock/a5b/k0688_vinty_nazhimnye.jpg;https://alterv.ru/upload/iblock/84d/Z05240_nn.jpg;"<h2><span style=""font-size: 13pt;"">Материал:</span></h2>
<ul>
	<li>Автоматная сталь.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>Винт черного цвета.</li>
	<li>Упор вороненый.</li>
	<li>Цапфа винта и упор закаленные.</li>
</ul>";K0688.16X73;;;;;M16;;Под заказ;1934,68;32;75,3;;;;;;;;;;;;;;;;;;;;;;;;;15;;7;611,83;;;;;;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0688_vinty_nazhimnye_iz_stali_s_uporom_table_1.png"" style=""width: 439px""></p><span style=""font-family: 'Open Sans', sans-serif""><h2><span style=""font-size: 13pt"">Материал:</span></h2>
<ul>
	<li>Автоматная сталь.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Исполнение:</span></h2>
<ul>
	<li>Винт черного цвета.</li>
	<li>Упор вороненый.</li>
	<li>Цапфа винта и упор закаленные.</li>
</ul></span>"
K0688 Винты нажимные из стали с упором;https://alterv.ru/catalog/vinty_nazhimnye/k0688_vinty_nazhimnye_iz_stali_s_uporom/;Kipp;Главная > Каталог > Промышленная фурнитура > Упоры и нажимные винты > Винты нажимные > K0688 Винты нажимные из стали с упором;https://alterv.ru/upload/iblock/a5b/k0688_vinty_nazhimnye.jpg;https://alterv.ru/upload/iblock/84d/Z05240_nn.jpg;"<h2><span style=""font-size: 13pt;"">Материал:</span></h2>
<ul>
	<li>Автоматная сталь.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>Винт черного цвета.</li>
	<li>Упор вороненый.</li>
	<li>Цапфа винта и упор закаленные.</li>
</ul>";K0688.16X83;;;;;M16;;Под заказ;2008,72;32;85,3;;;;;;;;;;;;;;;;;;;;;;;;;15;;7;611,83;;;;;;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0688_vinty_nazhimnye_iz_stali_s_uporom_table_1.png"" style=""width: 439px""></p><span style=""font-family: 'Open Sans', sans-serif""><h2><span style=""font-size: 13pt"">Материал:</span></h2>
<ul>
	<li>Автоматная сталь.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Исполнение:</span></h2>
<ul>
	<li>Винт черного цвета.</li>
	<li>Упор вороненый.</li>
	<li>Цапфа винта и упор закаленные.</li>
</ul></span>"
K0689 Винты нажимные из стали с упором удлиненные;https://alterv.ru/catalog/vinty_nazhimnye/k0689_vinty_nazhimnye_iz_stali_s_uporom_udlinennye/;Kipp;Главная > Каталог > Промышленная фурнитура > Упоры и нажимные винты > Винты нажимные > K0689 Винты нажимные из стали с упором удлиненные;https://alterv.ru/upload/iblock/71a/k0689_vinty_nazhimnye.jpg;https://alterv.ru/upload/iblock/b62/Z05241_nn.jpg;"<h2><span style=""font-size: 13pt;"">Материал:</span></h2>
<ul>
	<li>Автоматная сталь.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>Винт черного цвета.</li>
	<li>Упор вороненый.</li>
	<li>Цапфа винта и упор закаленные.</li>
</ul>";K0689.06X52;;;;;M6;;Под заказ;1166,35;12;52;;;;;;;;;;;;;;;;;;;;;;;;;7;;2,5;101,97;;;;;;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0689_vinty_nazhimnye_iz_stali_s_uporom_udlinennye_table_1.png"" style=""width: 428px""></p><span style=""font-family: 'Open Sans', sans-serif""><h2><span style=""font-size: 13pt"">Материал:</span></h2>
<ul>
	<li>Автоматная сталь.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Исполнение:</span></h2>
<ul>
	<li>Винт черного цвета.</li>
	<li>Упор вороненый.</li>
	<li>Цапфа винта и упор закаленные.</li>
</ul></span>"
K0689 Винты нажимные из стали с упором удлиненные;https://alterv.ru/catalog/vinty_nazhimnye/k0689_vinty_nazhimnye_iz_stali_s_uporom_udlinennye/;Kipp;Главная > Каталог > Промышленная фурнитура > Упоры и нажимные винты > Винты нажимные > K0689 Винты нажимные из стали с упором удлиненные;https://alterv.ru/upload/iblock/71a/k0689_vinty_nazhimnye.jpg;https://alterv.ru/upload/iblock/b62/Z05241_nn.jpg;"<h2><span style=""font-size: 13pt;"">Материал:</span></h2>
<ul>
	<li>Автоматная сталь.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>Винт черного цвета.</li>
	<li>Упор вороненый.</li>
	<li>Цапфа винта и упор закаленные.</li>
</ul>";K0689.08X63;;;;;M8;;Под заказ;1240,4;16;63;;;;;;;;;;;;;;;;;;;;;;;;;9;;4;234,53;;;;;;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0689_vinty_nazhimnye_iz_stali_s_uporom_udlinennye_table_1.png"" style=""width: 428px""></p><span style=""font-family: 'Open Sans', sans-serif""><h2><span style=""font-size: 13pt"">Материал:</span></h2>
<ul>
	<li>Автоматная сталь.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Исполнение:</span></h2>
<ul>
	<li>Винт черного цвета.</li>
	<li>Упор вороненый.</li>
	<li>Цапфа винта и упор закаленные.</li>
</ul></span>"
K0689 Винты нажимные из стали с упором удлиненные;https://alterv.ru/catalog/vinty_nazhimnye/k0689_vinty_nazhimnye_iz_stali_s_uporom_udlinennye/;Kipp;Главная > Каталог > Промышленная фурнитура > Упоры и нажимные винты > Винты нажимные > K0689 Винты нажимные из стали с упором удлиненные;https://alterv.ru/upload/iblock/71a/k0689_vinty_nazhimnye.jpg;https://alterv.ru/upload/iblock/b62/Z05241_nn.jpg;"<h2><span style=""font-size: 13pt;"">Материал:</span></h2>
<ul>
	<li>Автоматная сталь.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>Винт черного цвета.</li>
	<li>Упор вороненый.</li>
	<li>Цапфа винта и упор закаленные.</li>
</ul>";K0689.10X84;;;;;M10;;Под заказ;1462,58;20;84;;;;;;;;;;;;;;;;;;;;;;;;;11;;5;356,9;;;;;;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0689_vinty_nazhimnye_iz_stali_s_uporom_udlinennye_table_1.png"" style=""width: 428px""></p><span style=""font-family: 'Open Sans', sans-serif""><h2><span style=""font-size: 13pt"">Материал:</span></h2>
<ul>
	<li>Автоматная сталь.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Исполнение:</span></h2>
<ul>
	<li>Винт черного цвета.</li>
	<li>Упор вороненый.</li>
	<li>Цапфа винта и упор закаленные.</li>
</ul></span>"
K0689 Винты нажимные из стали с упором удлиненные;https://alterv.ru/catalog/vinty_nazhimnye/k0689_vinty_nazhimnye_iz_stali_s_uporom_udlinennye/;Kipp;Главная > Каталог > Промышленная фурнитура > Упоры и нажимные винты > Винты нажимные > K0689 Винты нажимные из стали с упором удлиненные;https://alterv.ru/upload/iblock/71a/k0689_vinty_nazhimnye.jpg;https://alterv.ru/upload/iblock/b62/Z05241_nn.jpg;"<h2><span style=""font-size: 13pt;"">Материал:</span></h2>
<ul>
	<li>Автоматная сталь.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>Винт черного цвета.</li>
	<li>Упор вороненый.</li>
	<li>Цапфа винта и упор закаленные.</li>
</ul>";K0689.12X104;;;;;M12;;Под заказ;1888,4;25;104;;;;;;;;;;;;;;;;;;;;;;;;;13;;6;469,07;;;;;;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0689_vinty_nazhimnye_iz_stali_s_uporom_udlinennye_table_1.png"" style=""width: 428px""></p><span style=""font-family: 'Open Sans', sans-serif""><h2><span style=""font-size: 13pt"">Материал:</span></h2>
<ul>
	<li>Автоматная сталь.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Исполнение:</span></h2>
<ul>
	<li>Винт черного цвета.</li>
	<li>Упор вороненый.</li>
	<li>Цапфа винта и упор закаленные.</li>
</ul></span>"
K0689 Винты нажимные из стали с упором удлиненные;https://alterv.ru/catalog/vinty_nazhimnye/k0689_vinty_nazhimnye_iz_stali_s_uporom_udlinennye/;Kipp;Главная > Каталог > Промышленная фурнитура > Упоры и нажимные винты > Винты нажимные > K0689 Винты нажимные из стали с упором удлиненные;https://alterv.ru/upload/iblock/71a/k0689_vinty_nazhimnye.jpg;https://alterv.ru/upload/iblock/b62/Z05241_nn.jpg;"<h2><span style=""font-size: 13pt;"">Материал:</span></h2>
<ul>
	<li>Автоматная сталь.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>Винт черного цвета.</li>
	<li>Упор вороненый.</li>
	<li>Цапфа винта и упор закаленные.</li>
</ul>";K0689.14X105;;;;;M14;;Под заказ;3045,5;28;105;;;;;;;;;;;;;;;;;;;;;;;;;14;;6;509,86;;;;;;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0689_vinty_nazhimnye_iz_stali_s_uporom_udlinennye_table_1.png"" style=""width: 428px""></p><span style=""font-family: 'Open Sans', sans-serif""><h2><span style=""font-size: 13pt"">Материал:</span></h2>
<ul>
	<li>Автоматная сталь.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Исполнение:</span></h2>
<ul>
	<li>Винт черного цвета.</li>
	<li>Упор вороненый.</li>
	<li>Цапфа винта и упор закаленные.</li>
</ul></span>"
K0689 Винты нажимные из стали с упором удлиненные;https://alterv.ru/catalog/vinty_nazhimnye/k0689_vinty_nazhimnye_iz_stali_s_uporom_udlinennye/;Kipp;Главная > Каталог > Промышленная фурнитура > Упоры и нажимные винты > Винты нажимные > K0689 Винты нажимные из стали с упором удлиненные;https://alterv.ru/upload/iblock/71a/k0689_vinty_nazhimnye.jpg;https://alterv.ru/upload/iblock/b62/Z05241_nn.jpg;"<h2><span style=""font-size: 13pt;"">Материал:</span></h2>
<ul>
	<li>Автоматная сталь.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>Винт черного цвета.</li>
	<li>Упор вороненый.</li>
	<li>Цапфа винта и упор закаленные.</li>
</ul>";K0689.16X130;;;;;M16;;Под заказ;3045,5;32;130;;;;;;;;;;;;;;;;;;;;;;;;;15;;7;611,83;;;;;;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0689_vinty_nazhimnye_iz_stali_s_uporom_udlinennye_table_1.png"" style=""width: 428px""></p><span style=""font-family: 'Open Sans', sans-serif""><h2><span style=""font-size: 13pt"">Материал:</span></h2>
<ul>
	<li>Автоматная сталь.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Исполнение:</span></h2>
<ul>
	<li>Винт черного цвета.</li>
	<li>Упор вороненый.</li>
	<li>Цапфа винта и упор закаленные.</li>
</ul></span>"
K0690 Винты нажимные омедненные с резиновым упором;https://alterv.ru/catalog/vinty_nazhimnye/k0690_vinty_nazhimnye_omednennye_s_rezinovym_uporom/;Kipp;Главная > Каталог > Промышленная фурнитура > Упоры и нажимные винты > Винты нажимные > K0690 Винты нажимные омедненные с резиновым упором;https://alterv.ru/upload/iblock/c13/k0690_vinty_nazhimnye.jpg, https://alterv.ru/upload/iblock/faf/k0690_vinty_ustanovka.jpg;https://alterv.ru/upload/iblock/672/Z05260_nn.jpg;"<h2><span style=""font-size: 13pt;"">Материал:</span></h2>
<ul>
	<li>Винт из стали.</li>
	<li>Упор из неопрена.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>На головку винта с насечками нанесен неопрен.</li>
	<li>Сталь омедненная.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Винты подходят для:</span></h2>
<ul>
	<li><a target=""_blank"" href=""/catalog/gorizontalnye_prizhimy/k1239_prizhimy_mekhanicheskie_s_vertikalnym_osnovaniem/"">K1239 Механических прижимов с вертикальным основанием.</a></li>
	<li><a target=""_blank"" href=""/catalog/vertikalnye_zazhimy_i_prizhimy/k1438_prizhimy_mekhanicheskie_s_zhestko_ustanovlennym_vintom/"">K1438 Механических прижимов с жестко установленным винтом.</a></li>
</ul>";K0690.08;;;;;M8x46;;Под заказ;1055,27;19;;;;;;;12;;;;;;;;;;;;;;17;;;;;63;;;76,48;3;;;;;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0690_vinty_nazhimnye_omednennye_s_rezinovym_uporom_table_1.png"" style=""width: 509px""></p><span style=""font-family: 'Open Sans', sans-serif""><h2><span style=""font-size: 13pt"">Материал:</span></h2>
<ul>
	<li>Винт из стали.</li>
	<li>Упор из неопрена.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Исполнение:</span></h2>
<ul>
	<li>На головку винта с насечками нанесен неопрен.</li>
	<li>Сталь омедненная.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Винты подходят для:</span></h2>
<ul>
	<li>K1239 Механических прижимов с вертикальным основанием.</li>
	<li>K1438 Механических прижимов с жестко установленным винтом.</li>
</ul></span>"
K0690 Винты нажимные омедненные с резиновым упором;https://alterv.ru/catalog/vinty_nazhimnye/k0690_vinty_nazhimnye_omednennye_s_rezinovym_uporom/;Kipp;Главная > Каталог > Промышленная фурнитура > Упоры и нажимные винты > Винты нажимные > K0690 Винты нажимные омедненные с резиновым упором;https://alterv.ru/upload/iblock/c13/k0690_vinty_nazhimnye.jpg, https://alterv.ru/upload/iblock/faf/k0690_vinty_ustanovka.jpg;https://alterv.ru/upload/iblock/672/Z05260_nn.jpg;"<h2><span style=""font-size: 13pt;"">Материал:</span></h2>
<ul>
	<li>Винт из стали.</li>
	<li>Упор из неопрена.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>На головку винта с насечками нанесен неопрен.</li>
	<li>Сталь омедненная.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Винты подходят для:</span></h2>
<ul>
	<li><a target=""_blank"" href=""/catalog/gorizontalnye_prizhimy/k1239_prizhimy_mekhanicheskie_s_vertikalnym_osnovaniem/"">K1239 Механических прижимов с вертикальным основанием.</a></li>
	<li><a target=""_blank"" href=""/catalog/vertikalnye_zazhimy_i_prizhimy/k1438_prizhimy_mekhanicheskie_s_zhestko_ustanovlennym_vintom/"">K1438 Механических прижимов с жестко установленным винтом.</a></li>
</ul>";K0690.081;;;;;M8x26;;Под заказ;911,81;19;;;;;;;12;;;;;;;;;;;;;;17;;;;;43;;;76,48;3;;;;;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0690_vinty_nazhimnye_omednennye_s_rezinovym_uporom_table_1.png"" style=""width: 509px""></p><span style=""font-family: 'Open Sans', sans-serif""><h2><span style=""font-size: 13pt"">Материал:</span></h2>
<ul>
	<li>Винт из стали.</li>
	<li>Упор из неопрена.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Исполнение:</span></h2>
<ul>
	<li>На головку винта с насечками нанесен неопрен.</li>
	<li>Сталь омедненная.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Винты подходят для:</span></h2>
<ul>
	<li>K1239 Механических прижимов с вертикальным основанием.</li>
	<li>K1438 Механических прижимов с жестко установленным винтом.</li>
</ul></span>"
K0690 Винты нажимные омедненные с резиновым упором;https://alterv.ru/catalog/vinty_nazhimnye/k0690_vinty_nazhimnye_omednennye_s_rezinovym_uporom/;Kipp;Главная > Каталог > Промышленная фурнитура > Упоры и нажимные винты > Винты нажимные > K0690 Винты нажимные омедненные с резиновым упором;https://alterv.ru/upload/iblock/c13/k0690_vinty_nazhimnye.jpg, https://alterv.ru/upload/iblock/faf/k0690_vinty_ustanovka.jpg;https://alterv.ru/upload/iblock/672/Z05260_nn.jpg;"<h2><span style=""font-size: 13pt;"">Материал:</span></h2>
<ul>
	<li>Винт из стали.</li>
	<li>Упор из неопрена.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>На головку винта с насечками нанесен неопрен.</li>
	<li>Сталь омедненная.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Винты подходят для:</span></h2>
<ul>
	<li><a target=""_blank"" href=""/catalog/gorizontalnye_prizhimy/k1239_prizhimy_mekhanicheskie_s_vertikalnym_osnovaniem/"">K1239 Механических прижимов с вертикальным основанием.</a></li>
	<li><a target=""_blank"" href=""/catalog/vertikalnye_zazhimy_i_prizhimy/k1438_prizhimy_mekhanicheskie_s_zhestko_ustanovlennym_vintom/"">K1438 Механических прижимов с жестко установленным винтом.</a></li>
</ul>";K0690.10;;;;;M10x61;;Под заказ;1189,5;19;;;;;;;14;;;;;;;;;;;;;;19;;;;;80;;;101,97;3,5;;;;;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0690_vinty_nazhimnye_omednennye_s_rezinovym_uporom_table_1.png"" style=""width: 509px""></p><span style=""font-family: 'Open Sans', sans-serif""><h2><span style=""font-size: 13pt"">Материал:</span></h2>
<ul>
	<li>Винт из стали.</li>
	<li>Упор из неопрена.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Исполнение:</span></h2>
<ul>
	<li>На головку винта с насечками нанесен неопрен.</li>
	<li>Сталь омедненная.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Винты подходят для:</span></h2>
<ul>
	<li>K1239 Механических прижимов с вертикальным основанием.</li>
	<li>K1438 Механических прижимов с жестко установленным винтом.</li>
</ul></span>"
K0690 Винты нажимные омедненные с резиновым упором;https://alterv.ru/catalog/vinty_nazhimnye/k0690_vinty_nazhimnye_omednennye_s_rezinovym_uporom/;Kipp;Главная > Каталог > Промышленная фурнитура > Упоры и нажимные винты > Винты нажимные > K0690 Винты нажимные омедненные с резиновым упором;https://alterv.ru/upload/iblock/c13/k0690_vinty_nazhimnye.jpg, https://alterv.ru/upload/iblock/faf/k0690_vinty_ustanovka.jpg;https://alterv.ru/upload/iblock/672/Z05260_nn.jpg;"<h2><span style=""font-size: 13pt;"">Материал:</span></h2>
<ul>
	<li>Винт из стали.</li>
	<li>Упор из неопрена.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>На головку винта с насечками нанесен неопрен.</li>
	<li>Сталь омедненная.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Винты подходят для:</span></h2>
<ul>
	<li><a target=""_blank"" href=""/catalog/gorizontalnye_prizhimy/k1239_prizhimy_mekhanicheskie_s_vertikalnym_osnovaniem/"">K1239 Механических прижимов с вертикальным основанием.</a></li>
	<li><a target=""_blank"" href=""/catalog/vertikalnye_zazhimy_i_prizhimy/k1438_prizhimy_mekhanicheskie_s_zhestko_ustanovlennym_vintom/"">K1438 Механических прижимов с жестко установленным винтом.</a></li>
</ul>";K0690.101;;;;;M10x36;;Под заказ;1018,24;19;;;;;;;14;;;;;;;;;;;;;;19;;;;;55;;;101,97;3,5;;;;;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0690_vinty_nazhimnye_omednennye_s_rezinovym_uporom_table_1.png"" style=""width: 509px""></p><span style=""font-family: 'Open Sans', sans-serif""><h2><span style=""font-size: 13pt"">Материал:</span></h2>
<ul>
	<li>Винт из стали.</li>
	<li>Упор из неопрена.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Исполнение:</span></h2>
<ul>
	<li>На головку винта с насечками нанесен неопрен.</li>
	<li>Сталь омедненная.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Винты подходят для:</span></h2>
<ul>
	<li>K1239 Механических прижимов с вертикальным основанием.</li>
	<li>K1438 Механических прижимов с жестко установленным винтом.</li>
</ul></span>"
K0755 Гайки воротковые из стали;https://alterv.ru/catalog/verstachnye_vinty_i_gayki/k0755_gayki_vorotkovye_iz_stali/;Kipp;Главная > Каталог > Промышленная фурнитура > Упоры и нажимные винты > Верстачные винты и гайки > K0755 Гайки воротковые из стали;https://alterv.ru/upload/iblock/358/k0755_gajki_vorotkovye.jpg, https://alterv.ru/upload/iblock/ade/k0755_gajki_vorotkovye2.jpg, https://alterv.ru/upload/iblock/bb4/k0755_gajki_vorotkovye3.jpg, https://alterv.ru/upload/iblock/454/k0755_gajki_ustanovka.jpg;https://alterv.ru/upload/iblock/816/Z06140_nn_de_print.jpg, https://alterv.ru/upload/iblock/4c5/Z06140_nn_de_LK.jpg, https://alterv.ru/upload/iblock/e2b/Z06140_nn_de_FK.jpg;"<h2><span style=""font-size: 13pt;"">Материал:</span></h2>
<ul>
	<li>Сталь.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>Вороненные.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Указания по применению:</span></h2>
<ul>
	<li>Для исполнения со свободной рукояткой, она передвигается и удерживается пружиной сжатия в любом положении.</li>
	<li>Кольца ограничивают путь перемещения.</li>
	<li>Стандарт винтов с фиксированной рукояткой: DIN 6305.</li>
	<li>Стандарт винтов со свободной рукояткой: DIN 6307.</li>
</ul>";K0755.210;;;;;;;Под заказ;2665,95;M10;;20;60;;;;18;;;80;;8;;;;;;;С подвижной рукояткой DIN 6307;;;;;;;;;;;;;;;;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0755_gayki_vorotkovye_iz_stali_table_1.png"" style=""width: 600px""></p><p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0755_gayki_vorotkovye_iz_stali_table_2.png"" style=""width: 614px""></p><span style=""font-family: 'Open Sans', sans-serif""><h2><span style=""font-size: 13pt"">Материал:</span></h2>
<ul>
	<li>Сталь.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Исполнение:</span></h2>
<ul>
	<li>Вороненные.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Указания по применению:</span></h2>
<ul>
	<li>Для исполнения со свободной рукояткой, она передвигается и удерживается пружиной сжатия в любом положении.</li>
	<li>Кольца ограничивают путь перемещения.</li>
	<li>Стандарт винтов с фиксированной рукояткой: DIN 6305.</li>
	<li>Стандарт винтов со свободной рукояткой: DIN 6307.</li>
</ul></span>"
K0755 Гайки воротковые из стали;https://alterv.ru/catalog/verstachnye_vinty_i_gayki/k0755_gayki_vorotkovye_iz_stali/;Kipp;Главная > Каталог > Промышленная фурнитура > Упоры и нажимные винты > Верстачные винты и гайки > K0755 Гайки воротковые из стали;https://alterv.ru/upload/iblock/358/k0755_gajki_vorotkovye.jpg, https://alterv.ru/upload/iblock/ade/k0755_gajki_vorotkovye2.jpg, https://alterv.ru/upload/iblock/bb4/k0755_gajki_vorotkovye3.jpg, https://alterv.ru/upload/iblock/454/k0755_gajki_ustanovka.jpg;https://alterv.ru/upload/iblock/816/Z06140_nn_de_print.jpg, https://alterv.ru/upload/iblock/4c5/Z06140_nn_de_LK.jpg, https://alterv.ru/upload/iblock/e2b/Z06140_nn_de_FK.jpg;"<h2><span style=""font-size: 13pt;"">Материал:</span></h2>
<ul>
	<li>Сталь.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Исполнение:</span></h2>
<ul>
	<li>Вороненные.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt;"">Указания по применению:</span></h2>
<ul>
	<li>Для исполнения со свободной рукояткой, она передвигается и удерживается пружиной сжатия в любом положении.</li>
	<li>Кольца ограничивают путь перемещения.</li>
	<li>Стандарт винтов с фиксированной рукояткой: DIN 6305.</li>
	<li>Стандарт винтов со свободной рукояткой: DIN 6307.</li>
</ul>";K0755.212;;;;;;;Под заказ;2985,32;M12;;25;70;;;;20;;;100;;10;;;;;;;С подвижной рукояткой DIN 6307;;;;;;;;;;;;;;;;;;;;;;;;;;;"<p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0755_gayki_vorotkovye_iz_stali_table_1.png"" style=""width: 600px""></p><p><img src=""https://promfurnitura.by/image/catalog/prom-furnitura/zamki/k0755_gayki_vorotkovye_iz_stali_table_2.png"" style=""width: 614px""></p><span style=""font-family: 'Open Sans', sans-serif""><h2><span style=""font-size: 13pt"">Материал:</span></h2>
<ul>
	<li>Сталь.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Исполнение:</span></h2>
<ul>
	<li>Вороненные.</li>
</ul>
<hr>
<h2><span style=""font-size: 13pt"">Указания по применению:</span></h2>
<ul>
	<li>Для исполнения со свободной рукояткой, она передвигается и удерживается пружиной сжатия в любом положении.</li>
	<li>Кольца ограничивают путь перемещения.</li>
	<li>Стандарт винтов с фиксированной рукояткой: DIN 6305.</li>
	<li>Стандарт винтов со свободной рукояткой: DIN 6307.</li>
</ul></span>"
